marital_status,car_use,gender,kids_driving,parent,education,car_make,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income,total_claim_amount_per_time
Single,Private,Female,0,Yes,Bachelors,Chevrolet,Indigo,1996,0,Highly Rural,38487.14,169213.7,0
Married,Private,Male,3,Yes,Bachelors,Cadillac,Violet,1954,4,Urban,7724.85,243930.02,1931.2125
Married,Private,Female,0,Yes,High School,Toyota,Blue,1998,2,Highly Rural,25833.99,242781.53,12916.995
Single,Private,Male,1,Yes,High School,Chevrolet,Red,2005,0,Highly Rural,1760.46,234352.57,0
Married,Private,Male,0,No,Bachelors,Volkswagen,Aquamarine,1993,0,Rural,20098.65,112800.74,0
Married,Private,Male,0,No,High School,Kia,Green,1996,0,Rural,98262.64,219971.45,0
Single,Private,Female,0,No,High School,Mazda,Aquamarine,1991,0,Rural,98119.49,50927.03,0
Single,Private,Male,0,Yes,High School,Mercury,Orange,2000,0,Rural,11019.1,191358.26,0
Divorced,Private,Female,0,No,Bachelors,Dodge,Khaki,1996,0,Highly Urban,67977.29,54171.43,0
Single,Private,Female,0,No,Bachelors,Dodge,Crimson,1999,0,Rural,17262.2,209953.35,0
Married,Private,Female,0,Yes,Bachelors,Chevrolet,Maroon,2012,0,Highly Urban,79293.06,117612.41,0
Divorced,Private,Male,1,Yes,High School,GMC,Yellow,2004,0,Highly Rural,8520.01,241110.16,0
Married,Private,Female,3,Yes,Bachelors,Nissan,Teal,2010,0,Highly Rural,53000.11,235748.37,0
Married,Commercial,Male,0,No,High School,Mercedes-Benz,Khaki,2011,0,Suburban,54223.8,188885.4,0
Married,Private,Female,1,Yes,Masters,Audi,Pink,1994,1,Highly Rural,88911.28,110976.55,88911.28
Seperated,Private,Male,0,No,Bachelors,Toyota,Turquoise,1998,0,Rural,42299.5,211320,0
Married,Private,Female,0,No,Masters,Cadillac,Purple,2001,0,Highly Urban,92404.69,98982.1,0
Divorced,Private,Male,1,Yes,Masters,Jeep,Khaki,1995,0,Urban,77905.39,69144.74,0
Single,Private,Female,0,No,High School,Dodge,Puce,2006,4,Urban,15053.11,200808.31,3763.2775
Divorced,Commercial,Male,0,No,High School,Land Rover,Red,2006,0,Rural,13668.9,123563.63,0
Single,Private,Male,2,Yes,Bachelors,Mitsubishi,Purple,1992,0,Urban,4954.83,122544.61,0
Single,Commercial,Female,3,Yes,Bachelors,Pontiac,Khaki,1967,1,Suburban,79957.19,139339.61,79957.19
Single,Private,Male,0,Yes,Masters,Chevrolet,Purple,2011,3,Rural,70982.52,102722.84,23660.84
Single,Private,Male,0,Yes,High School,Saturn,Teal,2001,0,Urban,85696.3,126510.96,0
Seperated,Private,Male,0,Yes,Masters,Nissan,Yellow,2010,1,Urban,58212.8,129055.78,58212.8
Married,Private,Female,0,Yes,Masters,Ford,Goldenrod,2006,4,Urban,65821.91,53339.6,16455.4775
Single,Commercial,Male,1,Yes,Masters,Chevrolet,Orange,2006,2,Highly Rural,97392.13,111231.28,48696.065
Divorced,Private,Female,1,Yes,Bachelors,Toyota,Mauv,1993,1,Highly Urban,83877.3,139955.17,83877.3
Married,Private,Female,0,No,Bachelors,Pontiac,Violet,1992,0,Suburban,35917.5,188400.75,0
Single,Private,Female,0,No,High School,Audi,Crimson,2008,0,Rural,79277.41,103411.67,0
Single,Private,Female,1,Yes,Bachelors,Ford,Yellow,1980,3,Urban,68242.25,118396.36,22747.41667
Single,Commercial,Female,0,Yes,Bachelors,Volvo,Orange,2012,1,Suburban,62945.88,243143.14,62945.88
Single,Private,Male,0,No,High School,Mercedes-Benz,Green,1986,1,Rural,75731.1,101324.19,75731.1
Married,Commercial,Male,0,No,Masters,Ford,Green,1991,2,Suburban,36662.29,60140.87,18331.145
Single,Private,Female,1,Yes,Bachelors,Maybach,Teal,2005,0,Urban,26862.63,177592.07,0
Seperated,Private,Female,0,No,Bachelors,Toyota,Blue,1995,0,Highly Urban,99064.83,89311.18,0
Married,Private,Male,0,No,Bachelors,Toyota,Blue,2004,0,Highly Rural,35548.66,245672.74,0
Seperated,Private,Male,0,Yes,High School,Cadillac,Turquoise,2009,0,Suburban,58801.54,239153.49,0
Married,Private,Female,0,No,High School,Hyundai,Fuscia,2011,1,Rural,24160.89,121312.05,24160.89
Single,Private,Male,0,No,Bachelors,Cadillac,Green,2006,0,Urban,11044.11,231732.17,0
Single,Commercial,Male,0,No,Masters,Lexus,Yellow,1999,0,Highly Urban,89700.87,229445.04,0
Divorced,Private,Female,0,No,Masters,GMC,Red,1993,3,Highly Urban,41562.8,48001.41,13854.26667
Single,Private,Male,0,Yes,Bachelors,Suzuki,Goldenrod,2006,0,Highly Urban,34940.43,95528.04,0
Divorced,Private,Male,0,No,High School,Chevrolet,Mauv,2000,0,Highly Urban,90274.05,129537.13,0
Married,Private,Female,0,Yes,Bachelors,Porsche,Pink,2011,0,Highly Rural,93613.78,161385.78,0
Married,Private,Male,0,No,Bachelors,GMC,Yellow,1993,0,Rural,12724.7,99162.57,0
Single,Private,Male,0,No,PhD,Volkswagen,Mauv,2008,1,Rural,88295.58,72408.43,88295.58
Single,Commercial,Female,0,Yes,Masters,Dodge,Purple,1994,0,Highly Rural,17827.47,160754.37,0
Divorced,Private,Male,0,No,High School,Cadillac,Violet,2001,1,Highly Rural,93462.35,193079.54,93462.35
Single,Private,Male,0,No,Bachelors,Hyundai,Purple,2009,0,Rural,55668.22,97982.67,0
Married,Private,Male,1,Yes,High School,Chevrolet,Maroon,2007,1,Urban,42629.55,78868.92,42629.55
Single,Commercial,Female,0,Yes,Bachelors,GMC,Fuscia,1993,0,Rural,80143.36,71300.1,0
Married,Private,Female,1,Yes,Bachelors,Kia,Aquamarine,2005,0,Highly Rural,15179.83,137995.79,0
Married,Private,Female,0,No,Masters,Mercedes-Benz,Khaki,2007,0,Urban,96749.46,97210,0
Married,Private,Male,2,Yes,PhD,Mercury,Pink,2008,0,Urban,3438.74,47131.11,0
Single,Private,Female,0,No,Bachelors,Oldsmobile,Turquoise,2002,0,Suburban,92689.22,161690.27,0
Single,Private,Male,0,No,Bachelors,Lexus,Goldenrod,2002,0,Highly Urban,87791.32,71180.46,0
Single,Private,Female,0,No,Bachelors,Ford,Khaki,1987,0,Highly Rural,9550.61,213518.07,0
Single,Private,Male,1,Yes,Bachelors,Subaru,Purple,1998,0,Suburban,12165.53,197231.68,0
Single,Commercial,Female,1,Yes,Bachelors,Mitsubishi,Orange,2012,0,Urban,74953.77,195532.68,0
Single,Commercial,Male,1,Yes,Bachelors,Volkswagen,Teal,2003,0,Urban,28174.34,123899.61,0
Single,Commercial,Female,1,Yes,PhD,Buick,Teal,1990,0,Urban,28860.67,127465.61,0
Married,Private,Male,0,No,PhD,Pontiac,Goldenrod,1990,1,Rural,65321.85,182511.62,65321.85
Single,Private,Female,1,Yes,Bachelors,Volkswagen,Khaki,1993,2,Suburban,80677.51,118170.35,40338.755
Divorced,Commercial,Female,0,No,Masters,Toyota,Aquamarine,2001,0,Urban,45636.24,208754.37,0
Married,Private,Male,0,No,Bachelors,Lexus,Indigo,1997,0,Urban,2054.3,178961.61,0
Single,Private,Female,0,No,High School,Bentley,Pink,2005,0,Suburban,59967.33,64757.16,0
Single,Private,Male,0,No,High School,Cadillac,Green,2011,0,Rural,1527.54,148044.88,0
Married,Private,Male,1,Yes,Masters,Toyota,Pink,1997,0,Rural,3385.34,55695.47,0
Divorced,Private,Female,0,No,PhD,Dodge,Khaki,2008,1,Highly Urban,79700.63,210420.11,79700.63
Married,Private,Female,0,No,Bachelors,Buick,Yellow,1999,0,Highly Urban,29114.81,50418.73,0
Single,Private,Male,0,No,High School,Audi,Red,2003,3,Suburban,19780.13,151206.83,6593.376667
Divorced,Commercial,Female,2,Yes,Bachelors,Land Rover,Maroon,2002,2,Highly Urban,19641.52,201559.82,9820.76
Married,Private,Male,0,Yes,PhD,Honda,Khaki,2005,0,Highly Rural,76122.93,201844.47,0
Married,Private,Female,0,Yes,Bachelors,Audi,Indigo,2004,1,Highly Rural,48485.73,210688.57,48485.73
Married,Private,Female,2,Yes,PhD,Ford,Teal,2012,0,Rural,37694.34,138189.11,0
Married,Private,Male,0,No,PhD,GMC,Puce,1994,0,Highly Rural,92666.4,107129.69,0
Divorced,Commercial,Female,0,No,High School,Chevrolet,Green,2009,4,Rural,75005.63,57791.06,18751.4075
Divorced,Private,Male,0,No,Bachelors,Toyota,Maroon,2000,1,Urban,41671.71,90953.41,41671.71
Married,Private,Female,0,No,Bachelors,Mitsubishi,Fuscia,1993,3,Rural,26157.66,100185.83,8719.22
Single,Private,Male,0,No,Bachelors,Nissan,Orange,1998,0,Highly Urban,92745.44,185725.19,0
Divorced,Private,Female,0,No,Masters,Mitsubishi,Red,1984,3,Highly Rural,30515.51,181453.13,10171.83667
Divorced,Private,Female,0,No,High School,MINI,Yellow,2011,0,Urban,67284.66,97255.28,0
Married,Commercial,Male,0,No,Bachelors,Cadillac,Maroon,2012,3,Highly Rural,1376.98,207566.89,458.9933333
Single,Private,Male,0,No,Bachelors,Chevrolet,Teal,2006,0,Rural,90878.44,130214.34,0
Divorced,Private,Female,0,Yes,Bachelors,Dodge,Purple,1968,0,Rural,40159.05,155874.05,0
Married,Private,Female,0,No,Bachelors,Mazda,Indigo,2010,0,Suburban,62186.42,135457.69,0
Single,Private,Male,2,Yes,Bachelors,Pontiac,Violet,1999,0,Highly Urban,61838.19,63736.69,0
Single,Private,Male,0,No,High School,Ford,Goldenrod,1970,1,Urban,80823.22,95879.18,80823.22
Married,Private,Female,0,No,High School,Acura,Purple,2010,0,Highly Urban,29067.01,152406.13,0
Divorced,Private,Female,0,No,Bachelors,Chevrolet,Mauv,2006,0,Rural,44223.87,238839.93,0
Divorced,Private,Male,0,No,Bachelors,Chevrolet,Green,2011,0,Highly Urban,58837.52,92300.68,0
Single,Private,Female,1,Yes,High School,Chevrolet,Teal,2004,0,Urban,36400.18,112173.73,0
Divorced,Private,Male,0,No,Bachelors,Acura,Aquamarine,2000,0,Rural,13600.59,213140.09,0
Divorced,Private,Female,0,No,Bachelors,Subaru,Khaki,1997,1,Highly Urban,32040.89,129540.81,32040.89
Single,Private,Male,0,Yes,Masters,Chevrolet,Violet,2006,1,Suburban,79475,211193.04,79475
Single,Private,Female,0,No,Bachelors,Cadillac,Fuscia,2004,2,Rural,95965.98,102691.79,47982.99
Single,Private,Female,0,No,Masters,Toyota,Goldenrod,2002,4,Rural,72156.08,130702.45,18039.02
Seperated,Commercial,Female,0,No,Bachelors,Pontiac,Khaki,1965,0,Urban,80240.29,83710.88,0
Married,Private,Male,0,Yes,High School,Hyundai,Crimson,1995,0,Highly Urban,64442.59,222426.16,0
Divorced,Commercial,Male,0,No,PhD,Buick,Yellow,2001,3,Suburban,49484.84,87975.23,16494.94667
Seperated,Private,Female,0,No,Bachelors,Audi,Khaki,1996,1,Urban,41414.59,216090.35,41414.59
Single,Commercial,Female,0,No,Bachelors,Jeep,Maroon,1997,0,Rural,61458.46,237146.2,0
Seperated,Private,Male,0,No,Bachelors,Acura,Green,2003,0,Suburban,48064.01,168470.13,0
Married,Private,Male,0,No,High School,Lincoln,Violet,1987,0,Highly Urban,70507.31,174166.47,0
Single,Private,Male,1,Yes,Bachelors,Ferrari,Goldenrod,2012,0,Suburban,11735.41,119063.53,0
Married,Private,Female,0,No,High School,Volvo,Goldenrod,2009,0,Highly Urban,50975.49,167767.86,0
Single,Private,Female,1,Yes,Bachelors,Oldsmobile,Mauv,2000,0,Highly Rural,568.16,163002.73,0
Married,Commercial,Male,0,No,Bachelors,BMW,Yellow,1999,0,Urban,64616.28,221312.85,0
Divorced,Private,Female,0,No,High School,Bugatti,Aquamarine,2009,1,Urban,7490.1,218446.38,7490.1
Single,Private,Male,0,No,Bachelors,Volkswagen,Aquamarine,1995,4,Suburban,66363.9,180039.39,16590.975
Single,Private,Male,0,Yes,Bachelors,Acura,Fuscia,1994,0,Rural,62851.22,58144,0
Single,Private,Male,0,Yes,High School,Nissan,Red,1996,0,Rural,13768.09,203116.63,0
Single,Commercial,Female,0,No,Bachelors,Mitsubishi,Teal,1999,0,Rural,54365.86,234858.72,0
Married,Private,Male,2,Yes,Bachelors,GMC,Khaki,2007,0,Urban,60908.09,154056.63,0
Married,Private,Female,1,Yes,High School,Porsche,Pink,2012,3,Suburban,30496.72,137367.69,10165.57333
Single,Commercial,Male,0,No,Bachelors,Mitsubishi,Blue,1992,0,Highly Urban,59569.14,77106.82,0
Married,Private,Male,0,Yes,High School,Mercury,Yellow,1990,3,Highly Urban,64637.41,148423.97,21545.80333
Seperated,Private,Female,1,Yes,High School,Mazda,Violet,2009,0,Rural,57959.7,221822.91,0
Married,Commercial,Male,0,No,High School,Mercedes-Benz,Orange,2009,0,Highly Rural,78021.54,118268.74,0
Single,Private,Female,1,Yes,Bachelors,Audi,Blue,1991,0,Suburban,93615.64,126823.81,0
Single,Private,Female,0,No,Bachelors,Hyundai,Orange,2006,0,Suburban,32634.01,162550.64,0
Single,Private,Male,0,No,High School,Pontiac,Indigo,1970,1,Urban,98621.85,73916.67,98621.85
Single,Private,Male,0,Yes,Masters,Chevrolet,Puce,1970,0,Highly Rural,2697.5,124298.7,0
Single,Private,Male,0,No,Masters,Ford,Fuscia,2012,2,Rural,47729.8,104793.31,23864.9
Single,Commercial,Female,1,Yes,PhD,Saturn,Mauv,2002,1,Highly Urban,63986.41,179041.95,63986.41
Single,Commercial,Female,0,No,High School,Dodge,Violet,1993,4,Urban,22905.54,249642.41,5726.385
Single,Private,Female,0,No,Bachelors,Toyota,Maroon,2012,0,Highly Rural,14391.34,51988.15,0
Single,Private,Female,1,Yes,Bachelors,Chevrolet,Red,1996,3,Rural,51371.25,80042.8,17123.75
Married,Private,Female,0,No,High School,Kia,Green,2008,3,Suburban,29943.46,112765.16,9981.153333
Divorced,Private,Female,0,No,High School,Mitsubishi,Red,1994,0,Suburban,98983.81,217657.56,0
Seperated,Private,Male,0,No,Masters,Ford,Fuscia,1987,2,Suburban,72091.28,97391.03,36045.64
Seperated,Commercial,Female,0,No,Bachelors,Chevrolet,Puce,2004,0,Urban,49455.11,136201.43,0
Married,Commercial,Female,0,No,Bachelors,GMC,Mauv,1993,0,Highly Rural,12425.96,202649.94,0
Seperated,Private,Female,2,Yes,High School,Volkswagen,Violet,1985,0,Highly Rural,85569.94,145829.44,0
Married,Commercial,Female,0,No,Bachelors,Infiniti,Orange,2010,1,Rural,27400.27,201628.75,27400.27
Seperated,Private,Female,0,No,Bachelors,Chevrolet,Yellow,1971,0,Suburban,29622.66,170215.95,0
Divorced,Commercial,Male,1,Yes,Masters,Honda,Aquamarine,2011,0,Urban,41956.66,147211.33,0
Married,Private,Male,0,No,Masters,Chevrolet,Mauv,2007,1,Highly Urban,15776.28,221149.81,15776.28
Divorced,Private,Female,0,No,High School,Mitsubishi,Mauv,1986,0,Urban,96925.88,169266.6,0
Seperated,Private,Female,2,Yes,Masters,Lexus,Fuscia,2008,0,Highly Urban,8860.84,119183.15,0
Single,Private,Male,1,Yes,High School,Mercedes-Benz,Orange,1993,4,Urban,51710.73,210984.25,12927.6825
Single,Private,Male,0,No,Bachelors,Oldsmobile,Goldenrod,1995,0,Urban,81251.71,131965.03,0
Divorced,Private,Female,0,No,Masters,Ford,Blue,2008,0,Rural,5777.39,204103.94,0
Married,Private,Male,1,Yes,Bachelors,GMC,Yellow,2010,4,Suburban,56876.44,213133.42,14219.11
Married,Commercial,Male,2,Yes,Bachelors,Lexus,Orange,1996,0,Highly Rural,30102.41,233678.77,0
Single,Private,Male,0,No,High School,Ford,Maroon,2000,0,Highly Urban,83164.1,88473.02,0
Seperated,Private,Female,0,Yes,High School,Studebaker,Fuscia,1961,0,Highly Rural,72167.11,79931.46,0
Single,Private,Male,0,No,PhD,GMC,Pink,2004,1,Highly Urban,64762.29,167859.11,64762.29
Single,Private,Female,0,No,Bachelors,Mazda,Mauv,1993,0,Highly Urban,54608.36,180377.81,0
Divorced,Commercial,Male,0,Yes,Masters,Chevrolet,Aquamarine,2001,1,Urban,58151.49,142214.83,58151.49
Married,Private,Female,0,No,High School,Mitsubishi,Crimson,1999,0,Highly Urban,22089.96,83332.79,0
Divorced,Private,Female,0,No,Bachelors,Audi,Aquamarine,2005,0,Highly Urban,77165.42,88521.93,0
Single,Private,Female,2,Yes,High School,Mercedes-Benz,Mauv,2012,1,Highly Urban,1470.81,102617.62,1470.81
Single,Private,Male,0,No,Bachelors,Saab,Aquamarine,2008,0,Highly Rural,80.6,85316.63,0
Divorced,Commercial,Male,0,Yes,High School,Ford,Green,2003,0,Highly Rural,6429.36,76706.01,0
Married,Private,Female,0,No,PhD,Chevrolet,Pink,2003,0,Highly Rural,95620.73,121691.09,0
Divorced,Private,Female,2,Yes,High School,Plymouth,Khaki,1997,2,Urban,60749.23,84827.41,30374.615
Single,Private,Female,0,No,Bachelors,Eagle,Purple,1994,0,Suburban,10650.56,147221.62,0
Single,Private,Male,0,No,Bachelors,Nissan,Green,1996,0,Urban,80127.79,101071.33,0
Married,Private,Male,0,No,High School,Pontiac,Khaki,2002,0,Rural,19276.53,106111.63,0
Divorced,Private,Female,2,Yes,Bachelors,Suzuki,Teal,2002,0,Highly Rural,14786,211573.22,0
Seperated,Private,Female,1,Yes,Bachelors,Pontiac,Violet,1987,0,Suburban,12602.03,248838.58,0
Single,Private,Male,2,Yes,Bachelors,Hyundai,Fuscia,2013,0,Highly Urban,67405,169704.2,0
Married,Commercial,Female,1,Yes,PhD,Cadillac,Crimson,2012,0,Highly Urban,72010.93,148917.45,0
Single,Commercial,Male,0,No,High School,Lexus,Goldenrod,2011,0,Rural,77985.28,235267.59,0
Single,Private,Female,2,Yes,High School,Porsche,Violet,2011,0,Suburban,51776.19,228396.14,0
Divorced,Private,Female,0,No,Bachelors,GMC,Blue,2003,0,Rural,54270.18,163893.36,0
Married,Private,Male,0,No,High School,Cadillac,Crimson,2006,1,Suburban,35875.92,208937,35875.92
Divorced,Commercial,Male,0,No,Masters,GMC,Purple,1992,0,Suburban,48823.09,105020.69,0
Single,Private,Male,0,Yes,Bachelors,Honda,Indigo,2010,0,Urban,7288.6,122126.03,0
Married,Private,Female,1,Yes,Bachelors,Nissan,Red,2012,1,Rural,70846.4,170342.66,70846.4
Single,Private,Female,0,No,Bachelors,Dodge,Puce,2006,1,Highly Rural,94130.6,172567.37,94130.6
Divorced,Private,Male,0,No,Bachelors,Mazda,Khaki,2006,0,Rural,21399.88,118605.69,0
Married,Private,Male,0,No,Bachelors,Maserati,Red,2012,0,Urban,41507.56,53301.01,0
Single,Private,Female,0,Yes,High School,Ford,Khaki,2008,0,Suburban,82191.42,139005.03,0
Divorced,Private,Female,0,No,High School,Chevrolet,Indigo,2002,1,Highly Rural,32525.38,127522.78,32525.38
Single,Private,Female,0,Yes,Bachelors,Audi,Orange,2012,0,Highly Urban,64461.45,241404.11,0
Married,Private,Female,3,Yes,High School,Chevrolet,Aquamarine,2007,0,Urban,58213.2,236944.93,0
Married,Private,Female,0,No,Bachelors,Suzuki,Purple,2006,1,Highly Rural,28569.78,228931.21,28569.78
Married,Commercial,Male,2,Yes,Masters,Nissan,Turquoise,2011,0,Urban,24590.78,57644.82,0
Divorced,Private,Male,1,Yes,High School,Mazda,Yellow,1993,0,Suburban,73472.11,49646.44,0
Married,Private,Female,0,No,Bachelors,Ford,Khaki,1995,1,Highly Rural,74176.1,227137.36,74176.1
Single,Private,Male,0,Yes,High School,Lincoln,Red,2010,1,Highly Rural,62546.73,241235.05,62546.73
Married,Commercial,Male,0,No,Masters,Chevrolet,Maroon,2005,1,Rural,40808.03,51885.12,40808.03
Married,Private,Male,0,Yes,Bachelors,Chevrolet,Turquoise,2001,0,Suburban,48646.55,81507.29,0
Married,Commercial,Female,0,No,Masters,Chevrolet,Maroon,1997,0,Suburban,23936.97,139717.94,0
Seperated,Commercial,Male,0,Yes,Bachelors,Ford,Crimson,1990,0,Urban,79038.01,55774.1,0
Seperated,Private,Male,0,No,High School,Lexus,Yellow,2009,1,Urban,11012.03,110166.36,11012.03
Married,Commercial,Female,0,No,High School,Rolls-Royce,Orange,2011,0,Rural,45.44,234769.43,0
Single,Private,Male,0,No,Bachelors,Mazda,Violet,1993,0,Highly Rural,47959.55,59136.89,0
Married,Private,Female,0,No,High School,Acura,Yellow,2012,0,Highly Rural,24035.83,233430.01,0
Single,Private,Male,0,No,PhD,Nissan,Pink,2003,0,Highly Urban,86563.64,163804.25,0
Married,Private,Female,0,No,Bachelors,Honda,Pink,2006,0,Urban,89369.64,82506.32,0
Single,Private,Female,0,No,High School,Volkswagen,Turquoise,1965,0,Rural,49128.85,127868.96,0
Single,Private,Female,2,Yes,Bachelors,Subaru,Green,1992,0,Highly Rural,63016.5,53718.68,0
Divorced,Private,Male,0,No,Bachelors,Ford,Orange,2003,0,Highly Urban,61406.23,78853.06,0
Single,Private,Male,0,Yes,Bachelors,Mercury,Orange,2007,0,Rural,81814.9,80590.75,0
Single,Private,Female,2,Yes,Masters,Infiniti,Indigo,2010,0,Suburban,81920.59,165992.9,0
Single,Commercial,Female,0,No,Masters,Mitsubishi,Orange,2005,1,Highly Urban,62541.08,165474.18,62541.08
Seperated,Private,Female,2,Yes,High School,Mercury,Pink,1970,0,Highly Urban,35544.04,131748.87,0
Single,Private,Female,0,Yes,High School,Mercedes-Benz,Violet,2005,0,Highly Urban,71684.55,110809.01,0
Single,Private,Male,0,No,Bachelors,Scion,Mauv,2009,4,Suburban,74284.33,229321.95,18571.0825
Single,Private,Male,0,No,High School,Cadillac,Aquamarine,2006,0,Highly Urban,42461.98,208212.29,0
Single,Commercial,Male,0,No,PhD,Tesla,Khaki,2012,0,Urban,80514.85,205958.33,0
Divorced,Private,Male,0,No,High School,BMW,Turquoise,1998,3,Suburban,91176.08,228630.93,30392.02667
Seperated,Private,Male,3,Yes,Bachelors,Honda,Turquoise,2000,0,Suburban,39268.16,220596.85,0
Divorced,Private,Male,0,No,High School,Subaru,Violet,2002,0,Highly Urban,57038.09,174093.38,0
Married,Private,Male,1,Yes,High School,Chrysler,Violet,2007,4,Highly Urban,26629.11,180967.83,6657.2775
Married,Commercial,Male,0,No,High School,Nissan,Khaki,2010,0,Rural,11500.01,53180.55,0
Divorced,Commercial,Female,0,No,Masters,Jaguar,Purple,2005,1,Suburban,34469.68,88899.59,34469.68
Single,Commercial,Male,0,No,Bachelors,Mercury,Indigo,1995,0,Suburban,10000.96,49382.06,0
Seperated,Private,Male,1,Yes,Bachelors,Infiniti,Goldenrod,1997,0,Rural,53363.82,54315.58,0
Married,Private,Female,0,No,Bachelors,GMC,Fuscia,2004,0,Suburban,9540.79,97530.71,0
Married,Private,Female,0,No,Masters,GMC,Orange,2010,0,Rural,50688.02,248795.28,0
Married,Commercial,Male,0,No,Bachelors,Nissan,Goldenrod,2003,0,Urban,16578.3,233591.55,0
Single,Commercial,Female,0,No,High School,Pontiac,Maroon,1968,1,Suburban,84412.83,59181.67,84412.83
Married,Private,Male,0,Yes,Bachelors,Dodge,Orange,2008,1,Suburban,69694.77,249379.24,69694.77
Single,Private,Male,0,Yes,Bachelors,Infiniti,Crimson,2007,0,Highly Urban,68421.7,72281.55,0
Single,Private,Male,0,No,Bachelors,Acura,Goldenrod,2010,3,Highly Rural,3555.97,78276.6,1185.323333
Married,Commercial,Female,0,No,High School,Dodge,Khaki,1992,0,Suburban,53164.74,228379.15,0
Single,Private,Male,0,No,High School,Oldsmobile,Turquoise,2002,0,Highly Rural,38317.69,214518.81,0
Married,Private,Female,0,Yes,High School,Lexus,Turquoise,2012,0,Rural,8402.92,114439.73,0
Single,Private,Female,0,Yes,Bachelors,Cadillac,Fuscia,2006,0,Highly Urban,15833.66,166671.88,0
Married,Private,Male,0,No,Bachelors,Buick,Goldenrod,1988,0,Highly Rural,32933.3,239738.7,0
Single,Private,Female,1,Yes,High School,Toyota,Yellow,1996,1,Urban,53306.72,110705.69,53306.72
Single,Commercial,Female,0,No,PhD,BMW,Purple,2004,0,Highly Rural,72193.12,72488.87,0
Single,Commercial,Male,0,No,PhD,Daewoo,Teal,2002,0,Highly Urban,20440.67,61949.16,0
Divorced,Private,Male,0,No,Masters,Volvo,Crimson,2002,0,Suburban,4114.79,201606.16,0
Single,Private,Female,0,No,Masters,Land Rover,Pink,2009,0,Urban,77173.95,191504.95,0
Married,Private,Male,0,Yes,Masters,Mazda,Indigo,1994,4,Rural,5323.84,62896.64,1330.96
Married,Private,Male,2,Yes,Masters,BMW,Green,1992,0,Suburban,41875.52,51536.62,0
Divorced,Private,Male,0,No,Bachelors,Kia,Purple,2007,0,Suburban,94138.24,221636.85,0
Married,Private,Female,1,Yes,Bachelors,Bentley,Pink,2010,0,Urban,78064.17,184627.24,0
Married,Private,Female,0,No,Bachelors,Toyota,Khaki,2001,0,Rural,96702.17,94837.58,0
Single,Private,Female,0,No,High School,Lincoln,Purple,1995,0,Highly Rural,6352.79,52137.06,0
Single,Private,Male,0,Yes,Masters,Toyota,Purple,2008,0,Suburban,41821.32,64538.96,0
Single,Private,Male,0,No,Bachelors,Volkswagen,Yellow,1986,0,Highly Rural,76775.43,113727.15,0
Single,Private,Male,0,No,High School,Volkswagen,Mauv,1998,0,Highly Urban,73772.62,151502.45,0
Married,Commercial,Male,0,Yes,High School,Mazda,Green,1994,0,Urban,58438.61,196510.03,0
Single,Commercial,Female,0,No,High School,Dodge,Violet,2008,0,Suburban,46515.52,52768.97,0
Single,Private,Female,0,No,Bachelors,Acura,Green,1993,1,Suburban,27293.36,226257.73,27293.36
Married,Commercial,Female,0,No,Bachelors,Mitsubishi,Mauv,1998,0,Suburban,33847.41,113337.59,0
Single,Commercial,Female,0,No,Bachelors,Mitsubishi,Crimson,2003,0,Rural,33485.06,56490.81,0
Married,Commercial,Male,2,Yes,High School,Cadillac,Maroon,2004,0,Suburban,9139.83,107967.8,0
Single,Private,Female,0,No,High School,Subaru,Orange,2000,1,Highly Rural,2201.64,213981.09,2201.64
Single,Private,Male,0,No,Bachelors,Buick,Red,2011,1,Urban,46039.02,96845.01,46039.02
Seperated,Private,Male,0,No,Masters,Mitsubishi,Mauv,2005,0,Highly Urban,88548.26,207200.27,0
Single,Private,Female,0,No,High School,Suzuki,Orange,2003,0,Urban,19751.11,236509.99,0
Single,Commercial,Female,1,Yes,Bachelors,GMC,Aquamarine,1994,3,Urban,36581.68,142756.89,12193.89333
Single,Commercial,Male,1,Yes,Bachelors,Mitsubishi,Yellow,1995,0,Rural,47417.04,82343.89,0
Single,Commercial,Male,0,No,Masters,Nissan,Fuscia,1993,0,Highly Urban,99713.41,78234.18,0
Single,Commercial,Male,0,No,Bachelors,Suzuki,Blue,2006,0,Urban,51572.03,128284.04,0
Seperated,Commercial,Male,1,Yes,Bachelors,Subaru,Goldenrod,2011,1,Suburban,50690.4,90369.92,50690.4
Single,Private,Female,0,No,PhD,Volvo,Purple,2008,0,Urban,5931.99,66869.33,0
Married,Private,Male,0,No,High School,Daewoo,Aquamarine,1999,3,Highly Urban,51699.88,98072.01,17233.29333
Seperated,Commercial,Female,0,No,High School,Pontiac,Fuscia,2009,1,Highly Urban,53034.73,52640.4,53034.73
Seperated,Private,Female,0,No,Bachelors,Toyota,Red,1994,3,Highly Rural,26452.77,90206.59,8817.59
Married,Private,Male,0,No,Bachelors,Saab,Puce,1990,0,Rural,73808.84,191151.16,0
Single,Commercial,Female,0,No,PhD,Porsche,Orange,2010,0,Rural,47521.08,184022.34,0
Single,Private,Male,0,No,Bachelors,Mercedes-Benz,Goldenrod,1993,0,Suburban,4253.6,100128.96,0
Married,Commercial,Female,0,No,Bachelors,Ford,Aquamarine,1996,0,Suburban,46205.57,49722.14,0
